"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","6","1","1","3.695181","0","26"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","49","6","3","1","5.765239","0","21"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","4","1","1","2.905200","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","53","5","1","63.688183","0","1425"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","58","15","6","40.743317","0","263"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","93","1","1","79.739441","0","3907"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","10","1","1","7.407014","0","64"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","139","4","1","147.127319","0","9282"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","880","4","1","712.695190","0","186168"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","30","1","1","23.343271","0","355"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","49","27","1","1","17.526068","0","215"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","49","23","1","1","19.665211","0","169"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","49","35","1","1","35.016853","0","350"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","49","15","1","1","8.589538","0","79"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","49","23","1","1","18.134268","0","207"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","49","60","1","1","44.013554","0","618"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","49","23","1","1","19.123394","0","204"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","49","23","1","1","19.723289","0","186"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","49","23","1","1","20.094200","0","176"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","49","23","1","1","18.683500","0","202"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","49","23","1","1","18.238491","0","123"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","49","23","1","1","18.021860","0","184"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","49","23","1","1","18.469925","0","197"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","49","23","1","1","17.933388","0","225"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","49","23","1","1","19.038881","0","162"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","49","23","1","1","18.871485","0","210"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","49","23","1","1","18.431936","0","205"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","49","23","1","1","17.933157","0","163"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","49","23","1","1","17.914522","0","143"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","49","23","2","1","18.000071","0","203"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","49","23","1","1","17.798382","0","181"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","49","23","1","1","17.938797","0","158"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","49","23","1","1","18.360594","0","179"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","49","23","1","1","19.183701","0","269"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","49","23","1","1","18.698885","0","279"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","49","23","1","1","18.283361","0","189"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","49","23","1","1","18.100315","0","201"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","49","23","1","1","18.592344","0","173"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","49","15","1","1","9.309138","0","99"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","49","23","1","1","18.103657","0","189"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","49","80","3","1","57.901371","0","1565"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","49","15","1","1","9.279485","0","89"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","49","23","1","1","19.048883","0","207"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","49","23","2","1","20.051384","0","177"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","49","23","1","1","18.818102","0","158"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","49","23","2","1","21.248896","0","232"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","49","23","2","1","19.884098","0","204"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","49","23","1","1","24.642492","0","224"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","49","23","3","1","21.910873","0","259"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","49","23","1","1","35.720150","0","226"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","49","23","4","1","20.820042","0","168"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","49","23","14","1","50.304466","0","82"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","49","8","3","2","5.947431","0","21"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","49","116","2","2","88.541245","0","1547"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","49","90","38","3","60.992073","30","920"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","49","28","6","2","33.435200","0","109"
"/Game/Rewind/Maps/Fire/Materials/M_Lava/M_lava.M_lava","49","48","2","1","70.696404","85","1321"
"/Game/Rewind/Character/FireBoss/Elemental/Materials/M_RampageV001_MASTER.M_RampageV001_MASTER","49","134","2","2","252.588638","134","3360"
"/Game/Rewind/Maps/Glacier/Material/Landscape.Landscape","49","90","9","3","78.702568","14","649"
"/Game/MSPresets/M_MS_Default_Material/M_MS_Default_Material.M_MS_Default_Material","49","14","1","1","12.935064","0","90"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","60","1","1","63.940678","0","828"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","86","2","1","93.660240","0","957"
"/Game/Rewind/Maps/Glacier/Material/Ice003.Ice003","49","14","5","1","12.257541","0","37"
"/Game/MSPresets/M_MS_Surface_Material/M_MS_Surface_Material.M_MS_Surface_Material","49","37","1","1","32.591286","0","272"
"/Game/MSPresets/M_MS_Default_Fuzz_Material/M_MS_Default_Fuzz_Material.M_MS_Default_Fuzz_Material","49","23","1","1","21.127260","0","113"
"/Game/MSPresets/M_MS_Default_Transmission_Material/M_MS_Default_Transmission_Material.M_MS_Default_Transmission_Material","49","14","3","1","12.259060","0","70"
"/Game/Rewind/shading/CartoonShading.CartoonShading","49","6","6","1","6.696892","0","10"
"/Game/Rewind/Maps/Desert/Materials/Ground055S/Ground055S_2K.Ground055S_2K","49","30","6","1","44.694244","14","228"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material/M_MS_ImperfectionDecal_Material.M_MS_ImperfectionDecal_Material","49","23","1","1","40.314125","23","415"
"/Game/MSPresets/M_MS_ImperfectionDecal_Material_VT/M_MS_ImperfectionDecal_Material_VT.M_MS_ImperfectionDecal_Material_VT","49","23","1","1","40.536995","23","327"
"/Game/MSPresets/M_MS_SurfaceBlend_Material/M_MS_SurfaceBlend_Material.M_MS_SurfaceBlend_Material","49","14","1","1","15.018035","0","63"
"/Game/MSPresets/M_MS_Glass_Material/M_MS_Glass_Material.M_MS_Glass_Material","49","26","1","1","78.429520","0","175"
"/Game/MSPresets/M_MS_Default_Fuzz_Material_VT/M_MS_Default_Fuzz_Material_VT.M_MS_Default_Fuzz_Material_VT","49","14","1","1","12.216859","0","73"
"/Game/Rewind/Character/FireBoss/M_Rampage_Elemental_FireSplines_2.M_Rampage_Elemental_FireSplines_2","49","27","1","1","22.145639","0","182"
"/Game/MSPresets/M_MS_Default_Transmission_Material_VT/M_MS_Default_Transmission_Material_VT.M_MS_Default_Transmission_Material_VT","49","14","2","1","12.283863","0","45"
"/Game/MSPresets/M_MS_Surface_Material_VT/M_MS_Surface_Material_VT.M_MS_Surface_Material_VT","49","14","4","1","11.795995","0","36"
"/Game/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material_Var.M_MS_Imperfection_Material_Var","49","14","1","1","18.004776","0","82"
"/Game/MSPresets/M_MS_Foliage_Material/M_MS_Foliage_Material.M_MS_Foliage_Material","49","30","1","1","26.901966","0","204"
"/Game/MSPresets/M_MS_Default_Material_VT/M_MS_Default_Material_VT.M_MS_Default_Material_VT","49","14","1","1","11.952518","0","69"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","49","23","1","1","19.512241","0","157"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","49","20","1","1","12.693351","0","100"
"/Game/Rewind/Character/FireBoss/M_RampageCloth.M_RampageCloth","49","86","1","1","68.369804","0","1221"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","49","20","1","1","12.544874","0","119"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","49","23","1","1","19.343616","0","148"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","49","23","1","1","19.344631","0","139"
"/Game/Rewind/Character/FireBoss/Elemental/Materials/M_RampageCloth.M_RampageCloth","49","86","1","1","0.000000","0","1221"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","145","2","1","106.753563","0","2456"
"/Game/Rewind/Maps/Fire/Materials/M_lava.M_lava","49","37","1","1","31.244629","0","303"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","6","1","1","3.616543","0","22"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","6","1","1","3.570562","0","26"
"/Game/Rewind/Character/MachineDrone/Materials/M_MachineDrone.M_MachineDrone","49","14","1","1","11.979371","0","64"
"/Game/Rewind/Maps/Glacier/Material/Ice003_2.Ice003_2","49","14","1","1","12.028252","0","71"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Body_1.M_Sci_Fi_Character_Body_1","49","32","1","1","27.182833","0","223"
"/Game/Rewind/Maps/Fire/Materials/M_lava_2.M_lava_2","49","37","1","1","30.790695","0","329"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Details_3.M_Sci_Fi_Character_Details_3","49","32","1","1","26.606251","0","228"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Body_2.M_Sci_Fi_Character_Body_2","49","32","1","1","26.688742","0","237"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Body_3.M_Sci_Fi_Character_Body_3","49","32","1","1","26.626793","0","264"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Details_1.M_Sci_Fi_Character_Details_1","49","32","1","1","26.762711","0","229"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Details_2.M_Sci_Fi_Character_Details_2","49","32","1","1","26.891737","0","250"
"/Game/Rewind/Character/FireBoss/Elemental/Materials/M_Rampage_Elemental_FireSplines.M_Rampage_Elemental_FireSplines","49","27","7","1","20.101351","0","206"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_4.M_Sci_Fi_Character_Head_4","49","32","1","1","29.191137","0","245"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_3.M_Sci_Fi_Character_Head_3","49","32","1","1","28.333569","0","195"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_6.M_Sci_Fi_Character_Head_6","49","32","1","1","28.521912","0","230"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_5.M_Sci_Fi_Character_Head_5","49","32","1","1","28.054600","0","265"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","49","23","1","1","20.577993","0","122"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","49","23","1","1","20.794809","0","161"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","49","23","1","1","21.013901","0","164"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","49","21","8","1","14.062154","0","141"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","49","23","1","1","20.116528","0","115"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","49","23","2","1","20.374044","0","137"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","49","43","6","1","33.991386","0","329"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_Var_VT.M_MS_Imperfection_Material_Var_VT","49","14","1","1","13.226082","0","84"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","49","22","1","1","20.117403","0","127"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","49","23","1","1","20.628538","0","182"
"/Game/Rewind/Character/FireBoss/M_RampageV001_MASTER.M_RampageV001_MASTER","49","67","69","1","0.000000","67","207"
"/Game/MSPresets/M_MS_Decal_Material_VT/M_MS_Decal_Material_VT.M_MS_Decal_Material_VT","49","23","1","1","41.992859","23","380"
"/Game/MSPresets/M_MS_Decal_Material/M_MS_Decal_Material.M_MS_Decal_Material","49","23","1","1","41.863419","23","326"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","49","23","1","1","20.282137","0","157"
"/Game/MSPresets/M_MS_Billboard_Material/M_MS_Billboard_Material.M_MS_Billboard_Material","49","60","1","1","54.980225","0","657"
"/Game/MSPresets/M_MS_Imperfection_Material_VT/M_MS_Imperfection_Material_VT.M_MS_Imperfection_Material_VT","49","14","1","1","11.904630","0","84"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","49","37","1","1","32.135941","0","308"
"/Engine/EditorResources/FieldNodes/_Resources/M_FieldRadiusPreview.M_FieldRadiusPreview","49","20","1","1","20.524143","0","124"
"/Game/MSPresets/M_MS_Imperfection_Material/M_MS_Imperfection_Material.M_MS_Imperfection_Material","49","14","1","1","11.716216","0","66"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","49","23","1","1","20.208506","0","185"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","49","23","1","1","20.246855","0","141"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","49","4","1","1","3.590586","0","13"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","49","23","1","1","20.726246","0","131"
"/Game/Megascans/Surfaces/Burnt_Pine_Bark_vdfkfhen/T_Burnt_Pine_Bark_vdfkfhen_2K_Mat.T_Burnt_Pine_Bark_vdfkfhen_2K_Mat","49","14","1","1","12.274634","0","52"
"/Game/Rewind/Character/DesertSkeleton/Materials/M_SWSkeletonMtl.M_SWSkeletonMtl","49","28","4","1","25.625591","0","148"
"/Game/Rewind/Maps/Fire/Materials/M_LavaFloor/M_LavaFloor.M_LavaFloor","49","14","1","1","12.603506","0","56"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_1.M_Sci_Fi_Character_Head_1","49","32","2","1","30.899851","0","201"
"/Game/Sci_Fi_Character_08/Metarials/Character/M_Sci_Fi_Character_Head_2.M_Sci_Fi_Character_Head_2","49","32","5","1","31.211500","0","187"
"/Game/Rewind/Character/FireBoss/Elemental/Materials/M_RampageV001_MASTER.M_RampageV001_MASTER","152","2","0","1","0.000000","0","0"
